I'd like to shut down my account please,accountClosure,Close your Account
I have an account I want to close,accountClosure,Close your Account
I have an account with you that needs closing,accountClosure,Close your Account
I need to cancel my account,accountClosure,Close your Account
I need to cancel my business account,accountClosure,Close your Account
I need to cancel my credit card via the mobile app,accountClosure,Close your Account
I need to close an account,accountClosure,Close your Account
I need to close my platinum account,accountClosure,Close your Account
I need to close my savings account,accountClosure,Close your Account
I need to get my account closed,accountClosure,Close your Account
I want account closure,accountClosure,Close your Account
I want cancellation of an account,accountClosure,Close your Account
I want my account closing,accountClosure,Close your Account
I want the cancellation of an account,accountClosure,Close your Account
I want to cancel my account,accountClosure,Close your Account
I want to close an account and all personal details,accountClosure,Close your Account
I want to close my account,accountClosure,Close your Account
I want to close my account with you,accountClosure,Close your Account
I want to close my credit card,accountClosure,Close your Account
I want to close my fixed rate account,accountClosure,Close your Account
i want to close my instant access account,accountClosure,Close your Account
I want to close my savings account,accountClosure,Close your Account
i want to completely close my account,accountClosure,Close your Account
I want to shut down an account,accountClosure,Close your Account
I want you to close out my account,accountClosure,Close your Account
I wish to close out my account,accountClosure,Close your Account
I would like to cancel my account,accountClosure,Close your Account
I would like to cancel my credit card,accountClosure,Close your Account
i would like to cancel my credit card and close my account,accountClosure,Close your Account
I would like to close my account,accountClosure,Close your Account
I would like to close the account,accountClosure,Close your Account
Please arrange the closure of my account,accountClosure,Close your Account
Please close my bank account,accountClosure,Close your Account
Please shut down this account,accountClosure,Close your Account
stop my account as I would like to close it down,accountClosure,Close your Account
wish to close my savings account,accountClosure,Close your Account
Can I close my savings account?,accountClosure,Close your Account
Can I cancel my account?,accountClosure,Close your Account
cancel my credit card accounts,accountClosure,Close your Account
Cancel my bank account,accountClosure,Close your Account
cancel credit card account,accountClosure,Close your Account
arrange cancellation of an account,accountClosure,Close your Account
can i close the credit card on the mobile app,accountClosure,Close your Account
Where can I get my bank account details,accountInfo,Account Information
can i find my account number on my debit card,accountInfo,Account Information
can you give me my iban number,accountInfo,Account Information
can you tell me my account number,accountInfo,Account Information
Can you tell me what kind of account I have,accountInfo,Account Information
can you tell me when i opened my bank account please,accountInfo,Account Information
can you tell me where I can find the sort code and the account number,accountInfo,Account Information
forgotten my account details,accountInfo,Account Information
help me find my iban,accountInfo,Account Information
How can I find my account information,accountInfo,Account Information
How can I find my bank account information,accountInfo,Account Information
how can I get my account number,accountInfo,Account Information
how do I find out my account number,accountInfo,Account Information
how do I find out my account number without my online banking,accountInfo,Account Information
how do i get a swift code,accountInfo,Account Information
How do I get my card details,accountInfo,Account Information
How do I get my SWIFT code,accountInfo,Account Information
How do I locate my SWIFT code,accountInfo,Account Information
I am trying to find my iban,accountInfo,Account Information
I can not find my iban,accountInfo,Account Information
I can not see my iban,accountInfo,Account Information
i can't find my account number for my new account,accountInfo,Account Information
"I don't have a bank statement, where can I find my account number",accountInfo,Account Information
I have been asked to provide the bank's bic and iban numbers,accountInfo,Account Information
i have forgotten my sort code,accountInfo,Account Information
i need iban number for a payment,accountInfo,Account Information
i need my account number,accountInfo,Account Information
I need my SWIFT code,accountInfo,Account Information
"I need my SWIFT, where do I get it",accountInfo,Account Information
I need to find my account number,accountInfo,Account Information
I need to find my account number to get back into online banking,accountInfo,Account Information
I need to locate my swift code to send money,accountInfo,Account Information
is my account number on the paper statement,accountInfo,Account Information
I want my bank wire details,accountInfo,Account Information
i want my debit card details,accountInfo,Account Information
misplaced my account number,accountInfo,Account Information
on what date did I open my account,accountInfo,Account Information
Tell me my iban and bic number is,accountInfo,Account Information
what date was my account opened,accountInfo,Account Information
What is an iban number,accountInfo,Account Information
what is my account number and sort code,accountInfo,Account Information
what is my iban,accountInfo,Account Information
what is the bic,accountInfo,Account Information
What is your swift code,accountInfo,Account Information
what's a swift code,accountInfo,Account Information
What's my account number,accountInfo,Account Information
what's my bic number,accountInfo,Account Information
what's my iban,accountInfo,Account Information
what type of account do i have,accountInfo,Account Information
when did i open my account,accountInfo,Account Information
When did I open my current account,accountInfo,Account Information
Where can I find my account number,accountInfo,Account Information
where can I find my bic or iban,accountInfo,Account Information
where can i find my iban number,accountInfo,Account Information
where can I find the bic number?,accountInfo,Account Information
where can I get my sort code,accountInfo,Account Information
Where can I get my SWIFT code,accountInfo,Account Information
Where can I locate my iban and bic numbers,accountInfo,Account Information
where can I see my bic and iban on online banking,accountInfo,Account Information
Where do I find my SWIFT code,accountInfo,Account Information
where is my SWIFT code,accountInfo,Account Information
how long does it take to show my new account on my online account,accountNotShowing,Account Not Showing
How do i set up my business account on mobile banking,accountNotShowing,Account Not Showing
how do i add other accounts,accountNotShowing,Account Not Showing
how do I add on my other account,accountNotShowing,Account Not Showing
how do i add my other accounts to my app,accountNotShowing,Account Not Showing
how do i add my credit card to online banking,accountNotShowing,Account Not Showing
how do I add my account,accountNotShowing,Account Not Showing
how do i add another account,accountNotShowing,Account Not Showing
How do I add a new account onto my app,accountNotShowing,Account Not Showing
How do I add a new account from my other bank onto my app,accountNotShowing,Account Not Showing
How do I add an account that is not showing?,accountNotShowing,Account Not Showing
how do i add a business to my mobile app,accountNotShowing,Account Not Showing
how do i add a business to my app,accountNotShowing,Account Not Showing
Can you add another account on this app,accountNotShowing,Account Not Showing
account missing from online banking,accountNotShowing,Account Not Showing
why won't the app let me add my business?,accountNotShowing,Account Not Showing
why is my credit card still not showing,accountNotShowing,Account Not Showing
why is my account no longer showing on online banking,accountNotShowing,Account Not Showing
why are my credit cards not showing on this app,accountNotShowing,Account Not Showing
when does a new account show on the account summary page,accountNotShowing,Account Not Showing
when does a new account show online,accountNotShowing,Account Not Showing
want to add another account to my app,accountNotShowing,Account Not Showing
The credit card account I'm trying to access isn't showing,accountNotShowing,Account Not Showing
the app isn't showing my credit card,accountNotShowing,Account Not Showing
new Account not showing on mobile app,accountNotShowing,Account Not Showing
my savings accounts has been removed from my banking app,accountNotShowing,Account Not Showing
my Mobile app does not show all the account,accountNotShowing,Account Not Showing
My MasterCard account has disappeared from my app,accountNotShowing,Account Not Showing
my current account isn't showing in digital banking,accountNotShowing,Account Not Showing
My current account is missing from my online banking,accountNotShowing,Account Not Showing
my credit card is not available on my app,accountNotShowing,Account Not Showing
my credit card has disappeared off my app,accountNotShowing,Account Not Showing
my credit card has disappeared from my app,accountNotShowing,Account Not Showing
My credit card has disappeared from my account,accountNotShowing,Account Not Showing
my credit card doesn't show on my list,accountNotShowing,Account Not Showing
My credit card details aren't linked to my account. Can this be corrected,accountNotShowing,Account Not Showing
My app is missing my account,accountNotShowing,Account Not Showing
my account isn't showing on my digital banking,accountNotShowing,Account Not Showing
my account isn't showing in my app,accountNotShowing,Account Not Showing
My account is not showing,accountNotShowing,Account Not Showing
my account is missing from my app,accountNotShowing,Account Not Showing
my account has disappeared from online banking,accountNotShowing,Account Not Showing
my account has been removed my banking app,accountNotShowing,Account Not Showing
mobile banking's not accepting my other business,accountNotShowing,Account Not Showing
linking savings account to app,accountNotShowing,Account Not Showing
I want to set my savings account up on my app,accountNotShowing,Account Not Showing
I want to see my business account on my app,accountNotShowing,Account Not Showing
I want to add my other account to the mobile app,accountNotShowing,Account Not Showing
I want to add my account to the natwest app,accountNotShowing,Account Not Showing
i've got a new account. when will it show in my digital banking,accountNotShowing,Account Not Showing
I've got a new account how do I add it onto my app,accountNotShowing,Account Not Showing
I've got an account that i can't add to the app,accountNotShowing,Account Not Showing
it's not accepting my other business,accountNotShowing,Account Not Showing
i opened an account earlier and it isn't on my online banking,accountNotShowing,Account Not Showing
i opened an account before and it isn't showing on my digital banking. why,accountNotShowing,Account Not Showing
i opened an account and it isn't on my app,accountNotShowing,Account Not Showing
i'm trying to add my business but getting an error,accountNotShowing,Account Not Showing
I'm trying to add my business account to the app,accountNotShowing,Account Not Showing
"I'm trying to access my credit card account, but it's not showing",accountNotShowing,Account Not Showing
I'm not able to add my business on the app,accountNotShowing,Account Not Showing
I'm getting an error when trying to add my business account,accountNotShowing,Account Not Showing
I'm getting an error when trying to add my business,accountNotShowing,Account Not Showing
I have another account that I want to add to the app,accountNotShowing,Account Not Showing
i have another account can this be added to the app,accountNotShowing,Account Not Showing
i can't view my savings account,accountNotShowing,Account Not Showing
i can't view my account details on the app,accountNotShowing,Account Not Showing
I can't see my savings account at the bottom of my account,accountNotShowing,Account Not Showing
i can't see my new account on my online banking,accountNotShowing,Account Not Showing
i can't see my credit card on my app anymore why is this,accountNotShowing,Account Not Showing
I can�۪t see my credit card on my app anymore,accountNotShowing,Account Not Showing
i can't see my account on the app,accountNotShowing,Account Not Showing
i can't see my account details on the app,accountNotShowing,Account Not Showing
I can't see all of my accounts on the Mobile App,accountNotShowing,Account Not Showing
I cannot see one of my accounts on the app,accountNotShowing,Account Not Showing
I cannot see my account in the Mobile app,accountNotShowing,Account Not Showing
I am trying to add my business account to my app,accountNotShowing,Account Not Showing
Help me view my loan balance,balance,Balance Enquiry
How can I see how far in my overdraft I am,balance,Balance Enquiry
what is my credit card balance,balance,Balance Enquiry
What is my loan balance,balance,Balance Enquiry
What is my overdraft balance,balance,Balance Enquiry
show my balance,balance,Balance Enquiry
My balance says minus but i have a overdraft,balance,Balance Enquiry
know my balance,balance,Balance Enquiry
I would like to know the actual balance on my account,balance,Balance Enquiry
I would like to know how much I have in my account,balance,Balance Enquiry
I would like to check my account balance,balance,Balance Enquiry
I want to view my loan balance,balance,Balance Enquiry
I want to see my balance,balance,Balance Enquiry
I want to know my exact balance including overdraft,balance,Balance Enquiry
I want to find my account balance,balance,Balance Enquiry
i want to check my credit card balance,balance,Balance Enquiry
Is my balance included with my overdraft,balance,Balance Enquiry
I need to know my balance,balance,Balance Enquiry
i need to find how much I have in my account,balance,Balance Enquiry
I need to check my balance,balance,Balance Enquiry
I need my current account balance,balance,Balance Enquiry
I'm trying to find the balance of my account,balance,Balance Enquiry
I'm looking to find my balance,balance,Balance Enquiry
I'd like to know the balance of my account,balance,Balance Enquiry
I am looking for my overdraft balance,balance,Balance Enquiry
How much money is in my overdraft,balance,Balance Enquiry
how much money do i have left on my overdraft,balance,Balance Enquiry
How much is my account in overdraft,balance,Balance Enquiry
How much do I have in my account excluding my overdraft,balance,Balance Enquiry
How much am I in my overdraft,balance,Balance Enquiry
How do I see my balance,balance,Balance Enquiry
How can I see the balance,balance,Balance Enquiry
Am I currently in overdraft,balance,Balance Enquiry
Are you able to tell me how much money is in my account,balance,Balance Enquiry
Can I find the balance in my current account,balance,Balance Enquiry
Can I view my loan balance,balance,Balance Enquiry
Can you confirm my account balance,balance,Balance Enquiry
Can you tell me account balance including overdraft,balance,Balance Enquiry
Can you tell me how far in my overdraft I am,balance,Balance Enquiry
Can you tell me my balance,balance,Balance Enquiry
Can you tell me my overdraft balance,balance,Balance Enquiry
check my balance on the website,balance,Balance Enquiry
Check my overdraft balance,balance,Balance Enquiry
Does my account balance shown include my overdraft,balance,Balance Enquiry
Do I have any funds in my account?,balance,Balance Enquiry
do I have any money on my account,balance,Balance Enquiry
Excluding the overdraft how much balance do I have,balance,Balance Enquiry
finding my balance,balance,Balance Enquiry
give me account balance including overdraft,balance,Balance Enquiry
How can I find out how much is left on my overdraft,balance,Balance Enquiry
view credit card balance,balance,Balance Enquiry
view my account balance,balance,Balance Enquiry
view my loan balance,balance,Balance Enquiry
what is my balance,balance,Balance Enquiry
what is todays balance,balanceAvailability,Balance Avilability
Whats balance and available,balanceAvailability,Balance Avilability
what's my available balance,balanceAvailability,Balance Avilability
why is my balance wrong,balanceAvailability,Balance Avilability
Whats the difference between balance and todays balance,balanceAvailability,Balance Avilability
when money comes in its gets deducted,balanceAvailability,Balance Avilability
why are my balances not updating,balanceAvailability,Balance Avilability
Why are my balances showing as different amounts,balanceAvailability,Balance Avilability
why do i have two different balances and what they both mean,balanceAvailability,Balance Avilability
Why do I have unavailable funds in my account,balanceAvailability,Balance Avilability
why I have different amount of money available,balanceAvailability,Balance Avilability
why is amount available different to current account balance,balanceAvailability,Balance Avilability
why is my account not showing an up to date balance,balanceAvailability,Balance Avilability
Why is my balance available so small,balanceAvailability,Balance Avilability
why is my balance lower than I expect,balanceAvailability,Balance Avilability
What is my available balance,balanceAvailability,Balance Avilability
what is available funds,balanceAvailability,Balance Avilability
what does todays balance mean,balanceAvailability,Balance Avilability
what are my available funds,balanceAvailability,Balance Avilability
wage went in last night why do i have less in my account,balanceAvailability,Balance Avilability
there something not right with my bank account. its lower than expected,balanceAvailability,Balance Avilability
There�۪s a large discrepancy between my balance and available,balanceAvailability,Balance Avilability
There�۪s a discrepancy between my available funds and my balance,balanceAvailability,Balance Avilability
there is a difference in my balance,balanceAvailability,Balance Avilability
the difference between the balance and today's balance,balanceAvailability,Balance Avilability
the balance different to the one shown in the account summary,balanceAvailability,Balance Avilability
so my account available balance is correct?,balanceAvailability,Balance Avilability
Online banking is wrong my balance is off,balanceAvailability,Balance Avilability
my money has gone and I cant figure out why,balanceAvailability,Balance Avilability
my balances aren't in sync,balanceAvailability,Balance Avilability
my balance is wrong,balanceAvailability,Balance Avilability
my balance is not up to date,balanceAvailability,Balance Avilability
my balance is not in sync,balanceAvailability,Balance Avilability
my balance and available balance say two different things,balanceAvailability,Balance Avilability
why the available funds are more than the balance,balanceAvailability,Balance Avilability
why the available funds is different from today's balance,balanceAvailability,Balance Avilability
why would my balance would be lower than yesterday,balanceAvailability,Balance Avilability
my balance and available balance is different,balanceAvailability,Balance Avilability
my available balance is what,balanceAvailability,Balance Avilability
My account shows I have money yet available balance is zero,balanceAvailability,Balance Avilability
my account says zero,balanceAvailability,Balance Avilability
my account is showing insufficient funds and there should be more in it,balanceAvailability,Balance Avilability
mismatch between what i have on the screen and what i have actually,balanceAvailability,Balance Avilability
I want to know how come I have unavailable funds in my account,balanceAvailability,Balance Avilability
I want to know about today's balance.,balanceAvailability,Balance Avilability
its not deducted off my account summary,balanceAvailability,Balance Avilability
it says available and balance what is the difference,balanceAvailability,Balance Avilability
Is the balance in my account correct?,balanceAvailability,Balance Avilability
I just paid for something but my balance is the same,balanceAvailability,Balance Avilability
I have unavailable funds in my account,balanceAvailability,Balance Avilability
I have checked my account balance and it�۪s showing less than I expected,balanceAvailability,Balance Avilability
I don't know what today's balance is,balanceAvailability,Balance Avilability
Id like an understanding on how the available works,balanceAvailability,Balance Avilability
i am unable to determine where the difference is with balance and available,balanceAvailability,Balance Avilability
how much money do i have left to withdraw,balanceAvailability,Balance Avilability
How come I have unavailable funds in my account,balanceAvailability,Balance Avilability
has it already come off my available balance,balanceAvailability,Balance Avilability
"explain the difference between the balance, today's balance and available funds.",balanceAvailability,Balance Avilability
does the payment go through as its not deducted off my account summary,balanceAvailability,Balance Avilability
discrepancy between my balance and available funds for several days now,balanceAvailability,Balance Avilability
can you tell what is my available balance right now,balanceAvailability,Balance Avilability
why my money has gone,balanceAvailability,Balance Avilability
why my balance is not the same as today's balance,balanceAvailability,Balance Avilability
Why is the Available lower than the Balance,balanceAvailability,Balance Avilability
what is the difference is between my balances,balanceAvailability,Balance Avilability
"What is the difference between balance, available funds and today's balance in Digital Banking",balanceAvailability,Balance Avilability
How do I get a credit on my credit card transferred to my current account,balanceTransfer,Balance Transfer
how do i find out if i have special balance transfer rates on my credit card,balanceTransfer,Balance Transfer
how do i apply for the 0% balance transfer credit card,balanceTransfer,Balance Transfer
do you offer balance transfers,balanceTransfer,Balance Transfer
do you have any interest free balance transfer offers,balanceTransfer,Balance Transfer
do you do balance transfers,balanceTransfer,Balance Transfer
can you update me with my balance transfer offers please,balanceTransfer,Balance Transfer
Can you transfer my positive balance on my credit card to my account,balanceTransfer,Balance Transfer
Can you help me set up a balance transfer,balanceTransfer,Balance Transfer
Can I still apply for a balance transfer credit card without a Natwest account?,balanceTransfer,Balance Transfer
balance transfer to 0% interest credit card,balanceTransfer,Balance Transfer
balance transfer credit card,balanceTransfer,Balance Transfer
Applying for balance transfers,balanceTransfer,Balance Transfer
what rate will you give me for balance transfers please,balanceTransfer,Balance Transfer
Please transfer my credit card refund to my current account,balanceTransfer,Balance Transfer
Need to apply for a balance transfer,balanceTransfer,Balance Transfer
My credit card refund needs transferring to my current account,balanceTransfer,Balance Transfer
My credit card is in credit and I want to move it to my current account,balanceTransfer,Balance Transfer
My credit card balance is in credit and I want to transfer it to my bank account,balanceTransfer,Balance Transfer
I want to use the 0% balance transfer offer,balanceTransfer,Balance Transfer
I want to transfer my credit card refund to my current account,balanceTransfer,Balance Transfer
i want to make a balance transfer,balanceTransfer,Balance Transfer
I want my credit card balance to be transferred to my current account,balanceTransfer,Balance Transfer
i want a balance transfer card,balanceTransfer,Balance Transfer
I've had a refund on my credit card that I need transferring to my current account,balanceTransfer,Balance Transfer
is there no offers for balance transfers,balanceTransfer,Balance Transfer
is there any balance transfer deals,balanceTransfer,Balance Transfer
I have been refunded money on to my credit card that I want in my current account,balanceTransfer,Balance Transfer
i cant find any balance transfer offers,balanceTransfer,Balance Transfer
i already have a credit card can i transfer balance to a new one,balanceTransfer,Balance Transfer
how much do balance transfers cost,balanceTransfer,Balance Transfer
How do I set up a balance transfer for a credit card,balanceTransfer,Balance Transfer
How do I request a balance transfer on my credit card,balanceTransfer,Balance Transfer
How do I check my credit score,credit,Credit Card Information
will you look at my previous credit history,credit,Credit Card Information
will you credit check me,credit,Credit Card Information
why do you credit check me,credit,Credit Card Information
Where can I check my credit score,credit,Credit Card Information
when do you run credit check against me,credit,Credit Card Information
when do you do a credit check,credit,Credit Card Information
when applying for a credit card do you credit score me,credit,Credit Card Information
Whats my credit score,credit,Credit Card Information
What is the credit score predictor?,credit,Credit Card Information
What is the credit score feature?,credit,Credit Card Information
what is a credit check,credit,Credit Card Information
Use the credit score feature,credit,Credit Card Information
Use credit score predictor,credit,Credit Card Information
trying to check my credit score,credit,Credit Card Information
the credit score checker gives me an unavailable error,credit,Credit Card Information
Tell me about the credit score predictor,credit,Credit Card Information
show me my credit score,credit,Credit Card Information
not able to view my credit score,credit,Credit Card Information
need to find out my credit rating,credit,Credit Card Information
I would like to know what my credit score is,credit,Credit Card Information
I was wondering how to check my credit score,credit,Credit Card Information
I want to know what my credit score is,credit,Credit Card Information
is there any impact to my credit rating by applying for an account,credit,Credit Card Information
issue getting my credit score,credit,Credit Card Information
I cant get my credit score,credit,Credit Card Information
I cannot access the credit score checker,credit,Credit Card Information
How to check my credit score,credit,Credit Card Information
how long do applications stay on my credit score,credit,Credit Card Information
How do I find out my credit score,credit,Credit Card Information
How do I find my credit rating,credit,Credit Card Information
How can I view my credit score,credit,Credit Card Information
How can I find out my credit score,credit,Credit Card Information
How can I check my credit score,credit,Credit Card Information
havent been able to opt in for my credit score,credit,Credit Card Information
get credit score,credit,Credit Card Information
do you review my credit history when applying for a current account,credit,Credit Card Information
do you need to do a credit check on me,credit,Credit Card Information
do you always run a credit check,credit,Credit Card Information
do product applications affect my credit score,credit,Credit Card Information
does my application show up on my credit score,credit,Credit Card Information
does an application go on my credit history,credit,Credit Card Information
credit score checker gives me an error message,credit,Credit Card Information
can you tell me my credit score,credit,Credit Card Information
cant opt in for my credit score,credit,Credit Card Information
can an application negatively affect my credit score,credit,Credit Card Information
i am trying to transfer money from my current account to my isa account,ISA,Reactivate ISA
How to transfer my isa to another bank?,ISA,Reactivate ISA
how much money can i put in my isa,ISA,Reactivate ISA
How do I transfer my isa?,ISA,Reactivate ISA
How do i transfer money into my isa,ISA,Reactivate ISA
How do i close my isa,ISA,Reactivate ISA
how do i apply for an ISA,ISA,Reactivate ISA
Close my ISA account,ISA,Reactivate ISA
Close my ISA savings,ISA,Reactivate ISA
could you tell me why I am unable to transfer funds into my isa,ISA,Reactivate ISA
enquire about getting an ISA,ISA,Reactivate ISA
from Isa to my current account,ISA,Reactivate ISA
get a cash isa,ISA,Reactivate ISA
how can I transfer an isa to you,ISA,Reactivate ISA
activate my isa account,ISA,Reactivate ISA
am i ok to transfer my isa,ISA,Reactivate ISA
between my Isa and personal account,ISA,Reactivate ISA
can you activate my isa,ISA,Reactivate ISA
Can you help with my isas,ISA,Reactivate ISA
Can you transfer my isa for me?,ISA,Reactivate ISA
how do i apply for a help to buy isa,ISA,Reactivate ISA
when will my isa mature,ISA,Reactivate ISA
what's the maturity date of my isa?,ISA,Reactivate ISA
what my savings allowance is for this year,ISA,Reactivate ISA
What is the ISA limit,ISA,Reactivate ISA
what is the isa allowance,ISA,Reactivate ISA
what is an isa transfer,ISA,Reactivate ISA
what is an isa,ISA,Reactivate ISA
What are the ISA limits,ISA,Reactivate ISA
transfer my isa,ISA,Reactivate ISA
tell me how to move an isa account,ISA,Reactivate ISA
Can I transfer my isa online?,ISA,Reactivate ISA
show me how to transfer my isa,ISA,Reactivate ISA
open an isa,ISA,Reactivate ISA
None of my ISAs are there to be able to transfer,ISA,Reactivate ISA
Need to transfer from ISA to my current account but I can't,ISA,Reactivate ISA
I want to open a cash isa,ISA,Reactivate ISA
i want to close my isa account,ISA,Reactivate ISA
Information on your isas,ISA,Reactivate ISA
I need to transfer funds from my ISA to my account but it isn't letting me,ISA,Reactivate ISA
i need to activate my isa,ISA,Reactivate ISA
I can't pay money in to my ISA,ISA,Reactivate ISA
I am unable to add to the ISA or move any money from it on my phone app,ISA,Reactivate ISA
can i make withdrawals from my help to buy isa account,ISA,Reactivate ISA
can I move an isa,ISA,Reactivate ISA
Can I open a cash ISA?,ISA,Reactivate ISA
Can I transfer my isa?,ISA,Reactivate ISA
Need to recall a direct debit requested today,Refund,Refurn Enquiry
can I recall a direct debit requested today,Refund,Refurn Enquiry
Can you cancel the dd and refund as this was reset up by mistake,Refund,Refurn Enquiry
can you help me to get it back,Refund,Refurn Enquiry
can you refund a pending payment,Refund,Refurn Enquiry
Claim a refund off a direct debit took in error,Refund,Refurn Enquiry
dispute transaction with retailer,Refund,Refurn Enquiry
expecting money from paypal when should I receive it,Refund,Refurn Enquiry
get my money back,Refund,Refurn Enquiry
Give me instruction on how to dispute a transition,Refund,Refurn Enquiry
has shop refunded money into my account,Refund,Refurn Enquiry
help getting my money back,Refund,Refurn Enquiry
How do I get my money back?,Refund,Refurn Enquiry
how long to do need to wait for a full refund,Refund,Refurn Enquiry
How long will it take for a refunded direct debit to show in my account?,Refund,Refurn Enquiry
i am awaiting a refund,Refund,Refurn Enquiry
I am due a refund,Refund,Refurn Enquiry
I am still waiting for it to be refunded,Refund,Refurn Enquiry
I am still waiting to be fully refunded,Refund,Refurn Enquiry
I am still waiting to get my refund,Refund,Refurn Enquiry
i cancelled a direct debit and it came out again this month,Refund,Refurn Enquiry
i cancelled a direct debit and it has been reactivated and claimed from my account,Refund,Refurn Enquiry
I cancelled a direct debit  but it has still left my account,Refund,Refurn Enquiry
i cancelled a direct debit but payment was still taken out will it be refunded,Refund,Refurn Enquiry
i cancelled a direct debit on my online banking and it has still taken the money,Refund,Refurn Enquiry
I cancelled a direct debit over the phone  but the money just came out,Refund,Refurn Enquiry
i cancelled direct debits yesterday but they still came out today i need to raise an indemnity,Refund,Refurn Enquiry
I cancelled the payment but it was still deducted,Refund,Refurn Enquiry
When will I get my refund,Refund,Refurn Enquiry
Wondering if I will get my funds back as I cancelled a direct debit,Refund,Refurn Enquiry
I did not authorise this payment I would like it to be refunded,Refund,Refurn Enquiry
